	Cell_type	Gene	source
3987	T	FMNL1	Nirmal_2018
3988	T	FYB1	Nirmal_2018
3989	T	FYN	Nirmal_2018
3990	T	GAB3	Nirmal_2018
3991	T	GIMAP2	Nirmal_2018
3992	T	GIMAP4	Nirmal_2018
3993	T	GIMAP5	Nirmal_2018
3994	T	GIMAP6	Nirmal_2018
3995	T	GIMAP7	Nirmal_2018
3996	T	GMFG	Nirmal_2018
3997	T	GPR171	Nirmal_2018
3998	T	GPR18	Nirmal_2018
3999	T	GZMK	Nirmal_2018
4000	T	HCST	Nirmal_2018
4001	T	HVCN1	Nirmal_2018
4002	T	ICOS	Nirmal_2018
4003	T	IL10RA	Nirmal_2018
4004	T	IL16	Nirmal_2018
4005	T	IL23A	Nirmal_2018
4006	T	IL7R	Nirmal_2018
4007	T	ITGAL	Nirmal_2018
4008	T	ITK	Nirmal_2018
4009	T	JAML	Nirmal_2018
4010	T	KLHL6	Nirmal_2018
4011	T	KLRB1	Nirmal_2018
4012	T	LCP1	Nirmal_2018
4013	T	LY86	Nirmal_2018
4014	T	MPEG1	Nirmal_2018
4015	T	NCF1	Nirmal_2018
4016	T	NCF1B	Nirmal_2018
4017	T	NLRC3	Nirmal_2018
4018	T	PARVG	Nirmal_2018
4019	T	PPM1M	Nirmal_2018
4020	T	PRKCH	Nirmal_2018
4021	T	PSTPIP1	Nirmal_2018
4022	T	PTPRC	Nirmal_2018
4023	T	PTPRCAP	Nirmal_2018
4024	T	PVRIG	Nirmal_2018
4025	T	RASSF5	Nirmal_2018
4026	T	RCSD1	Nirmal_2018
4027	T	RGS18	Nirmal_2018
4028	T	RHOH	Nirmal_2018
4029	T	RNF166	Nirmal_2018
4030	T	SASH3	Nirmal_2018
4031	T	SH2D1A	Nirmal_2018
4032	T	SIRPG	Nirmal_2018
4033	T	SLA	Nirmal_2018
4034	T	SP140	Nirmal_2018
4035	T	TARP	Nirmal_2018
4036	T	TBC1D10C	Nirmal_2018
4037	T	TNFRSF9	Nirmal_2018
4038	T	TRAC	Nirmal_2018
4039	T	TRAF3IP3	Nirmal_2018
4040	T	TRAT1	Nirmal_2018
4041	T	TRGC2	Nirmal_2018
4042	T	TRGV9	Nirmal_2018
4043	T	UBASH3A	Nirmal_2018
4044	T	WDFY4	Nirmal_2018
2420	T_CD4_memory_activated	CCL20	Newman_2015
2421	T_CD4_memory_activated	CD2	Newman_2015
2422	T_CD4_memory_activated	CD247	Newman_2015
2423	T_CD4_memory_activated	CD28	Newman_2015
2424	T_CD4_memory_activated	CD3D	Newman_2015
2425	T_CD4_memory_activated	CD3G	Newman_2015
2426	T_CD4_memory_activated	CD40LG	Newman_2015
2427	T_CD4_memory_activated	CD6	Newman_2015
2428	T_CD4_memory_activated	CD7	Newman_2015
2429	T_CD4_memory_activated	CDC25A	Newman_2015
2430	T_CD4_memory_activated	CSF2	Newman_2015
2431	T_CD4_memory_activated	CTLA4	Newman_2015
2432	T_CD4_memory_activated	CXCL13	Newman_2015
2433	T_CD4_memory_activated	DPP4	Newman_2015
2434	T_CD4_memory_activated	GPR171	Newman_2015
2435	T_CD4_memory_activated	GPR19	Newman_2015
2436	T_CD4_memory_activated	GZMB	Newman_2015
2437	T_CD4_memory_activated	ICOS	Newman_2015
2438	T_CD4_memory_activated	IFNG	Newman_2015
2439	T_CD4_memory_activated	IL12RB2	Newman_2015
2440	T_CD4_memory_activated	IL17A	Newman_2015
2441	T_CD4_memory_activated	IL26	Newman_2015
2442	T_CD4_memory_activated	IL2RA	Newman_2015
2443	T_CD4_memory_activated	IL3	Newman_2015
2444	T_CD4_memory_activated	IL4	Newman_2015
2445	T_CD4_memory_activated	IL9	Newman_2015
2446	T_CD4_memory_activated	LAG3	Newman_2015
2447	T_CD4_memory_activated	LCK	Newman_2015
2448	T_CD4_memory_activated	LTA	Newman_2015
2449	T_CD4_memory_activated	NKG7	Newman_2015
2450	T_CD4_memory_activated	ORC1	Newman_2015
2451	T_CD4_memory_activated	PMCH	Newman_2015
2452	T_CD4_memory_activated	RRP9	Newman_2015
2453	T_CD4_memory_activated	SH2D1A	Newman_2015
2454	T_CD4_memory_activated	SKA1	Newman_2015
2455	T_CD4_memory_activated	TNFRSF4	Newman_2015
2456	T_CD4_memory_activated	TNIP3	Newman_2015
2457	T_CD4_memory_activated	TRAC	Newman_2015
2458	T_CD4_memory_activated	TRAT1	Newman_2015
2459	T_CD4_memory_activated	UBASH3A	Newman_2015
2460	T_CD4_memory_resting	BCL11B	Newman_2015
2461	T_CD4_memory_resting	CCL5	Newman_2015
2462	T_CD4_memory_resting	CCR6	Newman_2015
2463	T_CD4_memory_resting	CD2	Newman_2015
2464	T_CD4_memory_resting	CD247	Newman_2015
2465	T_CD4_memory_resting	CD27	Newman_2015
2466	T_CD4_memory_resting	CD28	Newman_2015
2467	T_CD4_memory_resting	CD3D	Newman_2015
2468	T_CD4_memory_resting	CD3E	Newman_2015
2469	T_CD4_memory_resting	CD3G	Newman_2015
2470	T_CD4_memory_resting	CD4	Newman_2015
2471	T_CD4_memory_resting	CD40LG	Newman_2015
2472	T_CD4_memory_resting	CD6	Newman_2015
2473	T_CD4_memory_resting	CD69	Newman_2015
2474	T_CD4_memory_resting	CD7	Newman_2015
2475	T_CD4_memory_resting	CD96	Newman_2015
2476	T_CD4_memory_resting	CTLA4	Newman_2015
2477	T_CD4_memory_resting	CTSW	Newman_2015
2478	T_CD4_memory_resting	DGKA	Newman_2015
2479	T_CD4_memory_resting	DPP4	Newman_2015
2480	T_CD4_memory_resting	EPB41	Newman_2015
2481	T_CD4_memory_resting	ETS1	Newman_2015
2482	T_CD4_memory_resting	FBXL8	Newman_2015
2483	T_CD4_memory_resting	FCMR	Newman_2015
2484	T_CD4_memory_resting	FLT3LG	Newman_2015
2485	T_CD4_memory_resting	GPR171	Newman_2015
2486	T_CD4_memory_resting	GPR25	Newman_2015
2487	T_CD4_memory_resting	GRAP2	Newman_2015
2488	T_CD4_memory_resting	GZMA	Newman_2015
2489	T_CD4_memory_resting	GZMK	Newman_2015
2490	T_CD4_memory_resting	GZMM	Newman_2015
2491	T_CD4_memory_resting	ICOS	Newman_2015
2492	T_CD4_memory_resting	IL7R	Newman_2015
2493	T_CD4_memory_resting	ITK	Newman_2015
2494	T_CD4_memory_resting	KLRB1	Newman_2015
2495	T_CD4_memory_resting	LCK	Newman_2015
2496	T_CD4_memory_resting	LEF1	Newman_2015
2497	T_CD4_memory_resting	LIME1	Newman_2015
2498	T_CD4_memory_resting	LTB	Newman_2015
2499	T_CD4_memory_resting	LY9	Newman_2015
2500	T_CD4_memory_resting	NKG7	Newman_2015
2501	T_CD4_memory_resting	PBXIP1	Newman_2015
2502	T_CD4_memory_resting	PTGER2	Newman_2015
2503	T_CD4_memory_resting	PTPRCAP	Newman_2015
2504	T_CD4_memory_resting	RASA3	Newman_2015
2505	T_CD4_memory_resting	RASGRP2	Newman_2015
2506	T_CD4_memory_resting	RCAN3	Newman_2015
2507	T_CD4_memory_resting	RPL10L	Newman_2015
2508	T_CD4_memory_resting	RPL3P7	Newman_2015
2509	T_CD4_memory_resting	SH2D1A	Newman_2015
2510	T_CD4_memory_resting	SIRPG	Newman_2015
2511	T_CD4_memory_resting	ST8SIA1	Newman_2015
2512	T_CD4_memory_resting	TCF7	Newman_2015
2513	T_CD4_memory_resting	TRAC	Newman_2015
2514	T_CD4_memory_resting	TRAT1	Newman_2015
2515	T_CD4_memory_resting	TRAV13-1	Newman_2015
2516	T_CD4_memory_resting	TRAV13-2	Newman_2015
2517	T_CD4_memory_resting	TRAV21	Newman_2015
2518	T_CD4_memory_resting	TRAV8-6	Newman_2015
2519	T_CD4_memory_resting	TRAV9-2	Newman_2015
2520	T_CD4_memory_resting	TRBC1	Newman_2015
2521	T_CD4_memory_resting	UBASH3A	Newman_2015
2522	T_CD4_memory_resting	ZAP70	Newman_2015
2523	T_CD4_memory_resting	ZFP36L2	Newman_2015
2524	T_CD4_naive	ACAP1	Newman_2015
2525	T_CD4_naive	ANKRD55	Newman_2015
2526	T_CD4_naive	BCL11B	Newman_2015
2527	T_CD4_naive	CCR7	Newman_2015
2528	T_CD4_naive	CD2	Newman_2015
2529	T_CD4_naive	CD247	Newman_2015
2530	T_CD4_naive	CD27	Newman_2015
2531	T_CD4_naive	CD3D	Newman_2015
2532	T_CD4_naive	CD3G	Newman_2015
2533	T_CD4_naive	CD40LG	Newman_2015
2534	T_CD4_naive	CD7	Newman_2015
2535	T_CD4_naive	CXorf57	Newman_2015
2536	T_CD4_naive	DPP4	Newman_2015
2537	T_CD4_naive	DSC1	Newman_2015
2538	T_CD4_naive	EPHA1	Newman_2015
2539	T_CD4_naive	FCMR	Newman_2015
2540	T_CD4_naive	FLT3LG	Newman_2015
2541	T_CD4_naive	GAL3ST4	Newman_2015
2542	T_CD4_naive	GALR1	Newman_2015
2543	T_CD4_naive	GPR1	Newman_2015
2544	T_CD4_naive	GRAP2	Newman_2015
2545	T_CD4_naive	GZMM	Newman_2015
2546	T_CD4_naive	ICOS	Newman_2015
2547	T_CD4_naive	IL7R	Newman_2015
2548	T_CD4_naive	ITK	Newman_2015
2549	T_CD4_naive	LAT	Newman_2015
2550	T_CD4_naive	LCK	Newman_2015
2551	T_CD4_naive	LEF1	Newman_2015
2552	T_CD4_naive	LIME1	Newman_2015
2553	T_CD4_naive	LTB	Newman_2015
2554	T_CD4_naive	LY9	Newman_2015
2555	T_CD4_naive	MAP4K1	Newman_2015
2556	T_CD4_naive	MAP4K2	Newman_2015
2557	T_CD4_naive	MAP9	Newman_2015
2558	T_CD4_naive	PGGHG	Newman_2015
2559	T_CD4_naive	RASGRP2	Newman_2015
2560	T_CD4_naive	RPL3P7	Newman_2015
2561	T_CD4_naive	SERGEF	Newman_2015
2562	T_CD4_naive	SH2D1A	Newman_2015
2563	T_CD4_naive	SIRPG	Newman_2015
2564	T_CD4_naive	TCF7	Newman_2015
2565	T_CD4_naive	TRAC	Newman_2015
2566	T_CD4_naive	TRAT1	Newman_2015
2567	T_CD4_naive	TRAV13-1	Newman_2015
2568	T_CD4_naive	TRBC1	Newman_2015
2569	T_CD4_naive	UBASH3A	Newman_2015
2570	T_CD4_naive	VILL	Newman_2015
2571	T_CD4_naive	WNT7A	Newman_2015
2572	T_CD4_naive	ZAP70	Newman_2015
2573	T_CD4_naive	ZNF204P	Newman_2015
2574	T_CD4_naive	ZNF324	Newman_2015
2575	T_CD8	BCL11B	Newman_2015
2576	T_CD8	CCL5	Newman_2015
2577	T_CD8	CD2	Newman_2015
2578	T_CD8	CD247	Newman_2015
2579	T_CD8	CD27	Newman_2015
2580	T_CD8	CD3D	Newman_2015
2581	T_CD8	CD3E	Newman_2015
2582	T_CD8	CD3G	Newman_2015
2583	T_CD8	CD6	Newman_2015
2584	T_CD8	CD69	Newman_2015
2585	T_CD8	CD7	Newman_2015
2586	T_CD8	CD8A	Newman_2015
2587	T_CD8	CD8B	Newman_2015
2588	T_CD8	CD96	Newman_2015
2589	T_CD8	CRTAM	Newman_2015
2590	T_CD8	CST7	Newman_2015
2591	T_CD8	CTSW	Newman_2015
2592	T_CD8	DPP4	Newman_2015
2593	T_CD8	DSC1	Newman_2015
2594	T_CD8	DUSP2	Newman_2015
2595	T_CD8	FCMR	Newman_2015
2596	T_CD8	FLT3LG	Newman_2015
2597	T_CD8	GNLY	Newman_2015
2598	T_CD8	GPR171	Newman_2015
2599	T_CD8	GRAP2	Newman_2015
2600	T_CD8	GZMA	Newman_2015
2601	T_CD8	GZMB	Newman_2015
2602	T_CD8	GZMH	Newman_2015
2603	T_CD8	GZMK	Newman_2015
2604	T_CD8	GZMM	Newman_2015
2605	T_CD8	ICOS	Newman_2015
2606	T_CD8	IGKC	Newman_2015
2607	T_CD8	IL7R	Newman_2015
2608	T_CD8	ITK	Newman_2015
2609	T_CD8	KLRB1	Newman_2015
2610	T_CD8	KLRC3	Newman_2015
2611	T_CD8	KLRC4	Newman_2015
2612	T_CD8	KLRD1	Newman_2015
2613	T_CD8	KLRF1	Newman_2015
2614	T_CD8	KLRK1	Newman_2015
2615	T_CD8	LAG3	Newman_2015
2616	T_CD8	LCK	Newman_2015
2617	T_CD8	LEF1	Newman_2015
2618	T_CD8	LIME1	Newman_2015
2619	T_CD8	LTB	Newman_2015
2620	T_CD8	LY9	Newman_2015
2621	T_CD8	MAP4K1	Newman_2015
2622	T_CD8	MAP9	Newman_2015
2623	T_CD8	NCR3	Newman_2015
2624	T_CD8	NKG7	Newman_2015
2625	T_CD8	PIK3IP1	Newman_2015
2626	T_CD8	PRF1	Newman_2015
2627	T_CD8	PTGDR	Newman_2015
2628	T_CD8	PTPRCAP	Newman_2015
2629	T_CD8	PVRIG	Newman_2015
2630	T_CD8	RASA3	Newman_2015
2631	T_CD8	RPL3P7	Newman_2015
2632	T_CD8	SH2D1A	Newman_2015
2633	T_CD8	SIRPG	Newman_2015
2634	T_CD8	TCF7	Newman_2015
2635	T_CD8	TRAC	Newman_2015
2636	T_CD8	TRAT1	Newman_2015
2637	T_CD8	TRAV12-2	Newman_2015
2638	T_CD8	TRAV13-1	Newman_2015
2639	T_CD8	TRBC1	Newman_2015
2640	T_CD8	TRDC	Newman_2015
2641	T_CD8	UBASH3A	Newman_2015
2642	T_CD8	ZAP70	Newman_2015
2643	Tfh	BCL11B	Newman_2015
2644	Tfh	CA8	Newman_2015
2645	Tfh	CD2	Newman_2015
2646	Tfh	CD247	Newman_2015
2647	Tfh	CD27	Newman_2015
2648	Tfh	CD3D	Newman_2015
2649	Tfh	CD3G	Newman_2015
2650	Tfh	CD40LG	Newman_2015
2651	Tfh	CD69	Newman_2015
2652	Tfh	CD7	Newman_2015
2653	Tfh	CHI3L2	Newman_2015
2654	Tfh	CTLA4	Newman_2015
2655	Tfh	CXCL13	Newman_2015
2656	Tfh	CXCR5	Newman_2015
2657	Tfh	DGKA	Newman_2015
2658	Tfh	FCMR	Newman_2015
2659	Tfh	FOSB	Newman_2015
2660	Tfh	FZD3	Newman_2015
2661	Tfh	GPR19	Newman_2015
2662	Tfh	GZMM	Newman_2015
2663	Tfh	ICA1	Newman_2015
2664	Tfh	ICOS	Newman_2015
2665	Tfh	IL21	Newman_2015
2666	Tfh	ITK	Newman_2015
2667	Tfh	KLRB1	Newman_2015
2668	Tfh	LAG3	Newman_2015
2669	Tfh	LAT	Newman_2015
2670	Tfh	LCK	Newman_2015
2671	Tfh	LEF1	Newman_2015
2672	Tfh	LTA	Newman_2015
2673	Tfh	MAP4K1	Newman_2015
2674	Tfh	MAP9	Newman_2015
2675	Tfh	PASK	Newman_2015
2676	Tfh	PDCD1	Newman_2015
2677	Tfh	PGGHG	Newman_2015
2678	Tfh	PTPRCAP	Newman_2015
2679	Tfh	PVRIG	Newman_2015
2680	Tfh	RGS1	Newman_2015
2681	Tfh	RPL3P7	Newman_2015
2682	Tfh	SH2D1A	Newman_2015
2683	Tfh	SIK1	Newman_2015
2684	Tfh	SIRPG	Newman_2015
2685	Tfh	SLC7A10	Newman_2015
2686	Tfh	ST8SIA1	Newman_2015
2687	Tfh	TCF7	Newman_2015
2688	Tfh	TNFRSF4	Newman_2015
2689	Tfh	TRAC	Newman_2015
2690	Tfh	TRAT1	Newman_2015
2691	Tfh	TRAV13-1	Newman_2015
2692	Tfh	TRAV8-6	Newman_2015
2693	Tfh	TRAV9-2	Newman_2015
2694	Tfh	TRBC1	Newman_2015
2695	Tfh	TRIB2	Newman_2015
2696	Tfh	TSHR	Newman_2015
2697	Tfh	UBASH3A	Newman_2015
2698	Tfh	ZAP70	Newman_2015
2699	Tfh	ZBTB10	Newman_2015
2700	T_gd	BFSP1	Newman_2015
2701	T_gd	BRSK2	Newman_2015
2702	T_gd	CCL5	Newman_2015
2703	T_gd	CCR5	Newman_2015
2704	T_gd	CD160	Newman_2015
2705	T_gd	CD2	Newman_2015
2706	T_gd	CD244	Newman_2015
2707	T_gd	CD247	Newman_2015
2708	T_gd	CD300A	Newman_2015
2709	T_gd	CD3D	Newman_2015
2710	T_gd	CD3G	Newman_2015
2711	T_gd	CD8A	Newman_2015
2712	T_gd	CD8B	Newman_2015
2713	T_gd	CDH12	Newman_2015
2714	T_gd	COLQ	Newman_2015
2715	T_gd	CST7	Newman_2015
2716	T_gd	CXCR6	Newman_2015
2717	T_gd	DUSP2	Newman_2015
2718	T_gd	GFI1	Newman_2015
2719	T_gd	GNLY	Newman_2015
2720	T_gd	GPR171	Newman_2015
2721	T_gd	GPR18	Newman_2015
2722	T_gd	GYPE	Newman_2015
2723	T_gd	GZMA	Newman_2015
2724	T_gd	GZMB	Newman_2015
2725	T_gd	GZMH	Newman_2015
2726	T_gd	GZMK	Newman_2015
2727	T_gd	GZMM	Newman_2015
2728	T_gd	IL18RAP	Newman_2015
2729	T_gd	IL2RB	Newman_2015
2730	T_gd	KLRB1	Newman_2015
2731	T_gd	KLRD1	Newman_2015
2732	T_gd	KLRG1	Newman_2015
2733	T_gd	KLRK1	Newman_2015
2734	T_gd	KRT18P50	Newman_2015
2735	T_gd	LAG3	Newman_2015
2736	T_gd	LAT	Newman_2015
2737	T_gd	LCK	Newman_2015
2738	T_gd	LHCGR	Newman_2015
2739	T_gd	LY9	Newman_2015
2740	T_gd	MAGEA11	Newman_2015
2741	T_gd	MAP4K1	Newman_2015
2742	T_gd	PLEKHG3	Newman_2015
2743	T_gd	PRF1	Newman_2015
2744	T_gd	PTGDR	Newman_2015
2745	T_gd	PVRIG	Newman_2015
2746	T_gd	SCN9A	Newman_2015
2747	T_gd	SH2D1A	Newman_2015
2748	T_gd	SIRPG	Newman_2015
2749	T_gd	SIT1	Newman_2015
2750	T_gd	SKAP1	Newman_2015
2751	T_gd	TARDBPP1	Newman_2015
2752	T_gd	TCF7	Newman_2015
2753	T_gd	TRBC1	Newman_2015
2754	T_gd	TRDC	Newman_2015
2755	T_gd	UBASH3A	Newman_2015
2756	T_gd	VNN2	Newman_2015
2757	T_gd	ZNF442	Newman_2015
2758	Treg	BARX2	Newman_2015
2759	Treg	BCL11B	Newman_2015
2760	Treg	CD2	Newman_2015
2761	Treg	CD247	Newman_2015
2762	Treg	CD27	Newman_2015
2763	Treg	CD28	Newman_2015
2764	Treg	CD3D	Newman_2015
2765	Treg	CD3E	Newman_2015
2766	Treg	CD3G	Newman_2015
2767	Treg	CD4	Newman_2015
2768	Treg	CD5	Newman_2015
2769	Treg	CD6	Newman_2015
2770	Treg	CD70	Newman_2015
2771	Treg	CD96	Newman_2015
2772	Treg	CEMP1	Newman_2015
2773	Treg	CLEC2D	Newman_2015
2774	Treg	CTLA4	Newman_2015
2775	Treg	DGKA	Newman_2015
2776	Treg	DPP4	Newman_2015
2777	Treg	EFNA5	Newman_2015
2778	Treg	FOXP3	Newman_2015
2779	Treg	FRMD8	Newman_2015
2780	Treg	GPR1	Newman_2015
2781	Treg	GPR171	Newman_2015
2782	Treg	GPR19	Newman_2015
2783	Treg	GZMM	Newman_2015
2784	Treg	HIC1	Newman_2015
2785	Treg	HMGB3P30	Newman_2015
2786	Treg	ICOS	Newman_2015
2787	Treg	IL2RA	Newman_2015
2788	Treg	IL2RB	Newman_2015
2789	Treg	ITK	Newman_2015
2790	Treg	KIRREL1	Newman_2015
2791	Treg	LAIR2	Newman_2015
2792	Treg	LCK	Newman_2015
2793	Treg	LILRA4	Newman_2015
2794	Treg	LOC126987	Newman_2015
2795	Treg	LTB	Newman_2015
2796	Treg	MAP4K1	Newman_2015
2797	Treg	MBL2	Newman_2015
2798	Treg	NPAS1	Newman_2015
2799	Treg	NTN3	Newman_2015
2800	Treg	PCDHA5	Newman_2015
2801	Treg	PLCH2	Newman_2015
2802	Treg	PMCH	Newman_2015
2803	Treg	PTGIR	Newman_2015
2804	Treg	PTPRG	Newman_2015
2805	Treg	RCAN3	Newman_2015
2806	Treg	RYR1	Newman_2015
2807	Treg	SEC31B	Newman_2015
2808	Treg	Sep 05	Newman_2015
2809	Treg	SH2D1A	Newman_2015
2810	Treg	SIRPG	Newman_2015
2811	Treg	SIT1	Newman_2015
2812	Treg	SKAP1	Newman_2015
2813	Treg	SPOCK2	Newman_2015
2814	Treg	SSX1	Newman_2015
2815	Treg	TRAC	Newman_2015
2816	Treg	TRAT1	Newman_2015
2817	Treg	TRAV9-2	Newman_2015
2818	Treg	TRBC1	Newman_2015
2819	Treg	TYR	Newman_2015
2820	Treg	UBASH3A	Newman_2015
2821	Treg	ZAP70	Newman_2015
1082	Tfh	B3GAT1	Angelova_2015
1083	Tfh	BCL6	Angelova_2015
1084	Tfh	CCR7	Angelova_2015
1085	Tfh	CD200	Angelova_2015
1086	Tfh	CD83	Angelova_2015
1087	Tfh	CD84	Angelova_2015
1088	Tfh	CDK5R1	Angelova_2015
1089	Tfh	FGF2	Angelova_2015
1090	Tfh	GPR18	Angelova_2015
1091	Tfh	PDCD1	Angelova_2015
1092	T_gd	ACP5	Angelova_2015
1093	T_gd	C1orf54	Angelova_2015
1094	T_gd	CARD8	Angelova_2015
1095	T_gd	CCL18	Angelova_2015
1096	T_gd	CD209	Angelova_2015
1097	T_gd	CD33	Angelova_2015
1098	T_gd	CECR1	Angelova_2015
1099	T_gd	CLEC10A	Angelova_2015
1100	T_gd	CLEC4A	Angelova_2015
1101	T_gd	CSF1R	Angelova_2015
1102	T_gd	FCER1G	Angelova_2015
1103	T_gd	FCGR2A	Angelova_2015
1104	T_gd	FCGR2B	Angelova_2015
1105	T_gd	FCGR3B	Angelova_2015
1106	T_gd	FGF7	Angelova_2015
1107	T_gd	FGL2	Angelova_2015
1108	T_gd	FPR3	Angelova_2015
1109	T_gd	GM2A	Angelova_2015
1110	T_gd	GPNMB	Angelova_2015
1111	T_gd	HCK	Angelova_2015
1112	T_gd	HK3	Angelova_2015
1113	T_gd	LIPA	Angelova_2015
1114	T_gd	MARCO	Angelova_2015
1115	T_gd	MMP12	Angelova_2015
1116	T_gd	MNDA	Angelova_2015
1117	T_gd	MRC1	Angelova_2015
1118	T_gd	MS4A6A	Angelova_2015
1119	T_gd	NPL	Angelova_2015
1120	T_gd	PLA2G7	Angelova_2015
1121	T_gd	PLEK	Angelova_2015
1122	T_gd	RAB23	Angelova_2015
1123	T_gd	RNASE6	Angelova_2015
1124	T_gd	SDC2	Angelova_2015
1125	T_gd	SLAMF8	Angelova_2015
1126	T_gd	SLC15A3	Angelova_2015
1127	T_gd	SLC38A6	Angelova_2015
1128	T_gd	SLC7A7	Angelova_2015
1129	T_gd	SPP1	Angelova_2015
1130	T_gd	TFEC	Angelova_2015
1131	T_gd	TM6SF1	Angelova_2015
1132	T_gd	TNFSF8	Angelova_2015
1133	T_gd	TREM2	Angelova_2015
1134	T_gd	TRPV2	Angelova_2015
1587	T_gd	C1orf61	Bindea_2013
1588	T_gd	CD160	Bindea_2013
1589	T_gd	FEZ1	Bindea_2013
1590	T_gd	TARP	Bindea_2013
1591	T_gd	TRD	Bindea_2013
1592	T_gd	TRGV9	Bindea_2013
3309	T_gd	ACP5	Charoentong_2017
3310	T_gd	AQP9	Charoentong_2017
3311	T_gd	BTN3A2	Charoentong_2017
3312	T_gd	C1orf54	Charoentong_2017
3313	T_gd	CARD8	Charoentong_2017
3314	T_gd	CCL18	Charoentong_2017
3315	T_gd	CD209	Charoentong_2017
3316	T_gd	CD33	Charoentong_2017
3317	T_gd	CD36	Charoentong_2017
3318	T_gd	CDK5	Charoentong_2017
3319	T_gd	IL10RB	Charoentong_2017
3320	T_gd	KLRF1	Charoentong_2017
3321	T_gd	LGALS1	Charoentong_2017
3322	T_gd	MAPK7	Charoentong_2017
3323	T_gd	KLHL7	Charoentong_2017
3324	T_gd	KRT80	Charoentong_2017
3325	T_gd	LAMC1	Charoentong_2017
3326	T_gd	LCORL	Charoentong_2017
3327	T_gd	LMNB1	Charoentong_2017
3328	T_gd	MEIS3P1	Charoentong_2017
3329	T_gd	MPL	Charoentong_2017
3330	T_gd	FABP1	Charoentong_2017
3331	T_gd	FABP5	Charoentong_2017
3332	T_gd	FADD	Charoentong_2017
3333	T_gd	MFAP3L	Charoentong_2017
3334	T_gd	MINPP1	Charoentong_2017
3335	T_gd	RPS24	Charoentong_2017
3336	T_gd	RPS7	Charoentong_2017
3337	T_gd	RPS9	Charoentong_2017
3338	T_gd	ABP1	Charoentong_2017
3339	T_gd	CCL13	Charoentong_2017
1135	Th1	ADAM8	Angelova_2015
1136	Th1	CCR5	Angelova_2015
1137	Th1	CD151	Angelova_2015
1138	Th1	CD48	Angelova_2015
1139	Th1	CD52	Angelova_2015
1140	Th1	CD53	Angelova_2015
1141	Th1	CD6	Angelova_2015
1142	Th1	CD68	Angelova_2015
1143	Th1	CD7	Angelova_2015
1144	Th1	CD96	Angelova_2015
1145	Th1	CD97	Angelova_2015
1146	Th1	EBI3	Angelova_2015
1147	Th1	GPR84	Angelova_2015
1148	Th1	HAVCR2	Angelova_2015
1149	Th1	ICAM1	Angelova_2015
1150	Th1	ICAM3	Angelova_2015
1151	Th1	IGSF6	Angelova_2015
1152	Th1	IL12A	Angelova_2015
1153	Th1	IL7R	Angelova_2015
1154	Th1	IRF1	Angelova_2015
1155	Th1	ITGA4	Angelova_2015
1156	Th1	ITGAM	Angelova_2015
1157	Th1	ITGAX	Angelova_2015
1158	Th1	ITGB2	Angelova_2015
1159	Th1	ITGB4	Angelova_2015
1160	Th1	ITGB7	Angelova_2015
1161	Th1	LTA	Angelova_2015
1162	Th1	LTB	Angelova_2015
1163	Th1	METRNL	Angelova_2015
1164	Th1	P2RX5	Angelova_2015
1165	Th1	PTPRC	Angelova_2015
1166	Th1	SPN	Angelova_2015
1167	Th1	TBX21	Angelova_2015
1168	Th1	TLR6	Angelova_2015
1169	Th1	TNFRSF1A	Angelova_2015
1170	Th1	TNFRSF9	Angelova_2015
1171	Th1	TRAT1	Angelova_2015
1593	Th1	APBB2	Bindea_2013
1594	Th1	APOD	Bindea_2013
1595	Th1	ATP9A	Bindea_2013
1596	Th1	BST2	Bindea_2013
1597	Th1	BTG3	Bindea_2013
1598	Th1	CCL4	Bindea_2013
1599	Th1	CD38	Bindea_2013
1600	Th1	CD70	Bindea_2013
1601	Th1	CMAH	Bindea_2013
1602	Th1	CSF2	Bindea_2013
1603	Th1	CTLA4	Bindea_2013
1604	Th1	DGKI	Bindea_2013
1605	Th1	DOK5	Bindea_2013
1606	Th1	DPP4	Bindea_2013
1607	Th1	DUSP5	Bindea_2013
1608	Th1	EGFL6	Bindea_2013
1609	Th1	GGT1	Bindea_2013
1610	Th1	HBEGF	Bindea_2013
1611	Th1	IFNG	Bindea_2013
1612	Th1	IL12RB2	Bindea_2013
1613	Th1	IL22	Bindea_2013
1614	Th1	LRP8	Bindea_2013
1615	Th1	LRRN3	Bindea_2013
1616	Th1	LTA	Bindea_2013
1617	Th1	SGCB	Bindea_2013
1618	Th1	SYNGR3	Bindea_2013
1619	Th1	ZBTB32	Bindea_2013
3340	Th1	CD70	Charoentong_2017
3341	Th1	TBX21	Charoentong_2017
3342	Th1	ADAM8	Charoentong_2017
3343	Th1	AHCYL2	Charoentong_2017
3344	Th1	ALCAM	Charoentong_2017
3345	Th1	B3GALNT1	Charoentong_2017
3346	Th1	BBS12	Charoentong_2017
3347	Th1	BST1	Charoentong_2017
3348	Th1	CD151	Charoentong_2017
3349	Th1	CD47	Charoentong_2017
3350	Th1	CD48	Charoentong_2017
3351	Th1	CD52	Charoentong_2017
3352	Th1	CD53	Charoentong_2017
3353	Th1	CD59	Charoentong_2017
3354	Th1	CD6	Charoentong_2017
3355	Th1	CD68	Charoentong_2017
3356	Th1	CD7	Charoentong_2017
3357	Th1	CD96	Charoentong_2017
3358	Th1	CFHR3	Charoentong_2017
3359	Th1	CHRM3	Charoentong_2017
